Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: Ã¿Ã¿Ã¿Ã¿Ã¿Ã¿Ã¿Ã¿ Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
36.820,8190,10000,106.0,154.6,100.0,0,22.47,15.20,3.62,49.4,189.6,114.0,100.0,100.0,100.0,100.0,30.2,0.0,3.56,48.70,24.04,125.8,160.0,0.00,180720.0,13.27,13.64,100.0,14.5,0.0,43.5,30.0,102.1,
36.830,8265,-10000,104.2,154.6,100.0,0,22.53,15.00,3.61,48.6,187.3,113.8,100.0,100.0,100.0,100.0,30.0,0.0,3.48,50.38,22.04,125.8,158.2,0.00,185184.0,12.41,13.57,100.0,14.5,0.0,43.5,30.0,102.1,
36.840,8175,-10000,106.0,154.6,100.0,0,22.84,15.30,3.61,49.2,185.9,113.6,100.0,100.0,100.0,100.0,30.1,0.0,3.61,49.57,23.48,125.8,160.0,0.00,182920.0,11.75,13.55,100.0,14.5,0.0,43.5,30.0,102.1,
36.850,8395,10000,106.0,154.6,100.0,0,23.19,15.50,3.64,50.9,186.8,113.4,100.0,100.0,100.0,100.0,30.6,0.0,3.67,49.59,24.68,125.8,160.0,0.00,185184.0,11.23,13.49,100.0,14.5,0.0,43.5,30.0,102.1,
36.861,8542,10000,106.0,154.6,100.0,0,23.32,15.00,3.66,52.1,188.7,113.3,100.0,100.0,100.0,100.0,30.9,0.0,3.74,49.42,22.82,125.8,158.2,0.00,187496.0,10.79,13.44,100.0,14.5,0.0,43.5,30.0,102.1,
36.870,8465,-10000,106.0,154.6,100.0,0,23.38,15.30,3.65,51.5,189.4,113.1,100.0,100.0,100.0,100.0,30.8,0.0,4.02,49.59,23.54,125.8,160.0,0.00,189872.0,10.50,13.41,100.0,14.5,0.0,43.5,30.0,102.1,
36.880,8561,10000,106.0,156.4,100.0,0,23.77,15.50,3.67,53.0,191.4,112.9,100.0,100.0,100.0,100.0,31.0,0.0,3.82,48.52,23.79,125.8,160.0,0.00,187496.0,10.30,13.39,100.0,20.0,0.0,45.5,30.0,102.1,
36.890,8734,10000,106.0,154.6,100.0,0,23.99,15.20,3.68,53.6,194.2,112.7,100.0,100.0,100.0,100.0,31.0,0.0,3.91,50.09,24.20,125.8,160.0,0.00,189872.0,10.10,13.38,100.0,14.5,0.0,43.5,30.0,102.1,
36.900,8765,-10000,106.0,154.6,100.0,0,23.88,15.30,3.66,52.5,194.8,112.5,100.0,100.0,100.0,100.0,31.0,0.0,3.80,48.65,23.65,125.8,158.2,0.00,194800.0,9.98,13.38,100.0,14.5,0.0,43.5,30.0,102.1,
36.910,8657,-10000,106.0,156.4,100.0,0,24.14,15.50,3.66,52.8,196.8,112.3,100.0,100.0,100.0,100.0,31.0,0.0,3.75,48.22,23.99,125.8,160.0,0.00,194800.0,9.95,13.38,100.0,20.0,0.0,45.5,30.0,102.1,
36.920,8816,10000,106.0,154.6,100.0,0,24.15,15.20,3.68,54.1,198.4,112.1,100.0,100.0,100.0,100.0,31.0,0.0,3.81,48.70,25.16,125.8,160.0,0.00,192304.0,9.86,13.38,100.0,14.5,0.0,43.5,30.0,102.1,
36.930,8816,10000,106.0,154.6,100.0,0,24.34,15.20,3.67,53.9,199.8,111.9,100.0,100.0,100.0,100.0,31.0,0.0,3.81,50.00,23.57,125.8,160.0,0.00,194800.0,9.79,13.38,100.0,14.5,0.0,43.5,30.0,102.1,
36.940,8690,-10000,106.0,154.6,100.0,0,24.28,15.70,3.64,52.7,199.8,111.7,100.0,100.0,100.0,100.0,31.0,0.0,3.89,47.45,24.84,125.8,160.0,0.00,197368.0,9.76,13.36,100.0,14.5,0.0,43.5,30.0,102.1,
36.950,8704,-10000,106.0,154.6,100.0,0,24.47,15.70,3.65,52.9,200.7,111.5,100.0,100.0,100.0,100.0,31.0,0.0,3.75,47.63,24.27,125.8,160.0,0.00,197368.0,9.76,13.36,100.0,14.5,0.0,43.5,30.0,102.1,
36.960,8854,10000,106.0,154.6,100.0,0,24.78,15.40,3.66,54.0,201.7,111.4,100.0,100.0,100.0,100.0,31.0,0.0,3.96,48.22,25.96,125.8,158.2,0.00,197368.0,9.67,13.33,100.0,14.5,0.0,43.5,30.0,102.1,
36.971,8910,10000,106.0,154.6,100.0,0,24.76,15.30,3.67,54.5,202.9,111.2,100.0,100.0,100.0,100.0,31.0,0.0,3.86,51.42,24.19,125.8,158.2,0.00,202696.0,9.64,13.27,100.0,14.5,0.0,43.5,30.0,102.1,
36.980,8809,-10000,106.0,156.4,100.0,0,24.77,15.40,3.64,53.4,203.0,111.0,100.0,100.0,100.0,100.0,31.0,0.0,3.87,48.57,24.64,125.8,160.0,0.00,202696.0,9.64,13.27,100.0,20.0,0.0,45.5,30.0,102.1,
36.994,8879,-10000,106.0,154.6,100.0,0,25.13,15.40,3.65,54.0,204.7,110.8,100.0,100.0,100.0,100.0,31.0,0.0,3.92,48.05,25.17,125.8,158.2,0.00,202696.0,9.58,13.27,100.0,14.5,0.0,43.5,30.0,102.1,
37.000,9039,10000,106.0,154.6,100.0,0,25.19,15.20,3.66,55.1,206.1,110.6,100.0,100.0,100.0,100.0,31.0,0.0,4.10,49.75,25.90,125.8,160.0,0.00,200000.0,9.60,13.20,100.0,14.5,0.0,43.5,30.0,102.1,
37.011,9061,10000,106.0,154.6,100.0,0,25.09,15.60,3.66,55.3,207.6,110.4,100.0,100.0,100.0,100.0,31.1,0.0,3.95,47.13,24.46,125.8,160.0,0.00,202696.0,9.63,13.19,100.0,14.5,0.0,43.5,30.0,102.1,
37.021,8925,-10000,106.0,154.6,100.0,0,25.13,15.50,3.64,54.1,207.6,110.2,100.0,100.0,100.0,100.0,31.0,0.0,3.89,49.90,25.20,125.8,160.0,0.00,205472.0,9.60,13.22,100.0,14.5,0.0,43.5,30.0,102.1,
37.031,8949,-10000,106.0,154.6,100.0,0,25.38,15.50,3.63,54.1,208.6,110.0,100.0,100.0,100.0,100.0,31.0,0.0,3.93,48.34,26.03,125.8,160.0,0.00,205472.0,9.60,13.20,100.0,14.5,0.0,43.5,30.0,102.1,
37.040,9105,10000,106.0,154.6,100.0,0,25.52,15.30,3.64,55.2,209.7,109.8,100.0,100.0,100.0,100.0,31.2,0.0,3.96,50.34,26.01,125.8,160.0,0.00,205472.0,9.64,13.16,100.0,14.5,0.0,43.5,30.0,102.1,
37.051,9109,10000,107.8,154.6,100.0,0,25.44,15.10,3.63,55.1,210.4,109.6,100.0,100.0,100.0,100.0,31.2,0.0,3.80,46.84,24.67,125.8,160.0,0.00,208328.0,9.66,13.13,100.0,14.5,0.0,43.5,30.0,102.1,
37.060,9007,-10000,106.0,154.6,100.0,0,25.51,15.30,3.62,54.3,210.4,109.5,100.0,100.0,100.0,100.0,31.0,0.0,3.96,50.17,25.93,125.8,160.0,0.00,208328.0,9.66,13.14,100.0,14.5,0.0,43.5,30.0,102.1,
37.071,9101,-10000,107.8,154.6,100.0,0,25.76,15.40,3.62,54.9,212.0,109.3,100.0,100.0,100.0,100.0,31.2,0.0,4.02,48.70,25.68,125.8,160.0,0.00,208328.0,9.72,13.13,100.0,14.5,0.0,43.5,30.0,102.1,
37.080,9286,10000,107.8,156.4,100.0,0,25.93,15.40,3.61,55.9,213.6,109.1,100.0,100.0,100.0,100.0,31.6,0.0,4.06,48.50,26.88,125.8,160.0,0.00,208328.0,9.78,13.08,100.0,20.0,0.0,45.5,30.0,102.1,
37.090,9336,10000,107.8,154.6,100.0,0,25.83,15.30,3.61,56.2,215.6,108.9,100.0,100.0,100.0,100.0,31.7,0.0,4.06,49.13,24.79,125.8,160.0,0.00,208328.0,9.78,13.05,100.0,14.5,0.0,43.5,30.0,102.1,
37.100,9225,-10000,107.8,154.6,100.0,0,25.83,15.30,3.60,55.4,216.0,108.7,100.0,100.0,100.0,100.0,31.5,0.0,4.20,48.63,25.88,125.8,160.0,0.00,211264.0,9.82,13.07,100.0,14.5,0.0,43.5,30.0,102.1,
37.110,9255,-10000,107.8,156.4,100.0,0,25.96,15.60,3.59,55.4,217.6,108.5,100.0,100.0,100.0,100.0,31.5,0.0,3.93,49.25,25.28,125.8,160.0,0.00,208328.0,9.91,13.07,100.0,20.0,0.0,45.5,30.0,102.1,
37.120,9259,10000,107.8,154.6,100.0,0,26.07,15.30,3.59,56.1,218.7,108.3,100.0,100.0,100.0,100.0,31.8,0.0,4.09,48.07,27.50,125.8,160.0,0.00,208328.0,9.88,13.04,100.0,14.5,0.0,43.5,30.0,102.1,
37.130,9414,10000,107.8,154.6,100.0,0,26.19,15.40,3.58,56.2,219.8,108.1,100.0,100.0,100.0,100.0,31.9,0.0,4.06,49.32,24.73,125.8,160.0,0.00,211264.0,9.94,13.02,100.0,14.5,0.0,43.5,30.0,102.1,
37.141,9390,10000,107.8,156.4,100.0,0,26.03,15.50,3.57,55.9,220.3,107.9,100.0,100.0,100.0,100.0,31.8,0.0,3.95,48.05,23.13,125.8,160.0,0.00,211264.0,10.04,12.99,100.0,20.0,0.0,45.5,30.0,102.1,
37.150,9289,-10000,107.8,154.6,100.0,0,26.13,15.00,3.57,55.3,220.2,107.7,100.0,100.0,100.0,100.0,31.6,0.0,4.12,50.09,23.28,125.8,160.0,0.00,211264.0,10.03,13.02,100.0,14.5,0.0,43.5,30.0,102.1,
37.161,9363,-10000,107.8,154.6,100.0,0,26.35,14.70,3.56,55.6,221.5,107.6,100.0,100.0,100.0,100.0,31.8,0.0,4.09,48.75,24.00,125.8,160.0,0.00,211264.0,10.01,13.01,100.0,14.5,0.0,43.5,30.0,102.1,
37.170,9525,10000,107.8,156.4,100.0,0,26.33,15.50,3.74,59.4,222.8,107.4,100.0,100.0,100.0,100.0,32.0,0.0,4.12,49.67,24.13,125.8,160.0,0.00,208328.0,10.03,12.95,100.0,20.0,0.0,45.5,30.0,102.1,
37.180,9594,10000,107.8,156.4,100.0,0,26.21,15.10,3.55,56.8,224.6,107.2,100.0,100.0,100.0,100.0,32.0,0.0,3.93,48.92,23.16,125.8,160.0,0.00,211264.0,9.98,12.92,100.0,20.0,0.0,45.5,30.0,102.1,
37.190,9652,-10000,107.8,154.6,100.0,0,26.07,15.60,3.54,56.1,225.0,107.0,100.0,100.0,100.0,100.0,32.0,0.0,4.13,48.72,23.23,125.8,160.0,0.00,211264.0,9.94,12.98,100.0,14.5,0.0,43.5,30.0,102.1,
37.200,9550,-10000,107.8,154.6,100.0,0,26.09,15.30,3.54,56.3,226.8,106.8,100.0,100.0,100.0,100.0,32.0,0.0,4.22,49.47,22.79,125.8,160.0,0.00,211264.0,10.01,12.99,100.0,14.5,0.0,43.5,30.0,102.1,
37.211,9586,-10000,107.8,156.4,100.0,0,25.66,15.00,3.53,56.4,228.5,106.6,100.0,100.0,100.0,100.0,32.0,0.0,4.04,47.50,23.34,125.8,160.0,0.00,202696.0,10.08,12.98,100.0,20.0,0.0,45.5,30.0,102.1,
37.220,9723,10000,107.8,154.6,100.0,0,25.66,15.00,3.52,57.0,229.8,106.4,100.0,100.0,100.0,100.0,32.0,0.0,4.09,49.95,23.52,125.8,160.0,0.00,202696.0,10.08,13.01,100.0,14.5,0.0,43.5,30.0,102.1,
37.230,9765,10000,107.8,154.6,100.0,0,25.41,15.30,3.52,57.3,231.2,106.2,100.0,100.0,100.0,100.0,32.0,0.0,4.03,49.13,22.10,125.8,160.0,0.00,202696.0,10.22,12.99,100.0,14.5,0.0,43.5,30.0,102.1,
37.240,9791,-10000,107.8,156.4,100.0,0,25.03,15.30,3.51,56.5,231.3,106.0,100.0,100.0,100.0,100.0,32.0,0.0,3.97,47.09,22.62,125.8,160.0,0.00,202696.0,10.32,13.07,100.0,20.0,0.0,45.5,30.0,102.1,
37.250,9689,-10000,107.8,154.6,100.0,0,25.00,15.00,3.50,56.5,232.5,105.8,100.0,100.0,100.0,100.0,32.0,0.0,4.17,50.25,22.27,125.8,160.0,0.00,200000.0,10.38,13.08,100.0,14.5,0.0,43.5,30.0,102.1,
37.260,9719,-10000,107.8,154.6,100.0,0,24.70,15.10,0.00,56.7,233.6,105.7,100.0,100.0,100.0,100.0,32.0,0.0,4.13,48.84,22.83,125.8,160.0,0.00,197368.0,10.45,13.07,100.0,14.5,0.0,43.5,30.0,102.1,
37.270,9833,10000,107.8,154.6,100.0,0,24.53,15.50,0.00,57.9,234.5,105.5,100.0,100.0,100.0,100.0,32.0,0.0,4.25,51.84,22.77,125.8,160.0,0.00,194800.0,10.57,13.04,100.0,14.5,0.0,43.5,30.0,102.1,
37.280,9105,-10000,107.8,156.4,100.0,0,24.34,15.20,3.49,53.0,228.0,105.3,100.0,100.0,100.0,100.0,31.2,0.0,4.06,55.40,21.02,125.8,160.0,0.00,189872.0,10.64,13.32,100.0,20.0,0.0,45.5,30.0,102.1,
37.290,8744,-10000,107.8,154.6,100.0,0,23.72,14.90,3.44,50.1,222.2,105.1,100.0,100.0,100.0,100.0,31.0,0.0,4.01,48.27,21.85,125.8,160.0,0.00,185184.0,10.66,13.36,100.0,14.5,0.0,43.5,30.0,102.1,
37.301,8376,-10000,107.8,156.4,100.0,0,23.45,15.20,3.46,48.3,210.4,104.9,100.0,100.0,100.0,100.0,30.6,0.0,3.86,51.65,21.21,125.8,160.0,0.00,178568.0,10.80,13.38,100.0,20.0,0.0,45.5,30.0,102.1,
37.310,8351,-3479,109.6,156.4,100.0,0,23.26,15.60,3.38,47.0,205.6,104.7,100.0,100.0,100.0,100.0,30.5,0.0,3.73,49.30,23.87,125.8,160.0,0.00,176464.0,10.91,13.38,100.0,20.0,0.0,45.5,30.0,102.1,
37.321,8792,10000,107.8,154.6,100.0,0,22.91,14.60,3.40,49.8,202.9,104.5,100.0,100.0,100.0,100.0,31.0,0.0,3.96,48.75,21.51,125.8,160.0,0.00,185184.0,10.91,13.42,100.0,14.5,0.0,43.5,30.0,102.1,
37.330,8607,-10000,107.8,154.6,100.0,0,23.12,15.50,3.61,51.8,201.6,104.3,100.0,100.0,100.0,100.0,31.0,0.0,4.13,50.92,23.41,125.8,160.0,0.00,180720.0,10.95,13.48,100.0,14.5,0.0,43.5,30.0,102.1,
37.340,8837,-5142,109.6,156.4,100.0,0,23.05,15.60,3.36,48.0,200.3,104.1,100.0,100.0,100.0,100.0,31.0,0.0,3.91,48.25,23.25,125.8,160.0,0.00,176464.0,11.50,13.45,100.0,20.0,0.0,45.5,30.0,102.1,
37.350,9286,2569,107.8,154.6,100.0,0,22.90,15.70,3.41,52.8,205.2,103.9,100.0,100.0,100.0,100.0,31.6,0.0,4.01,50.80,22.68,125.8,160.0,0.00,182920.0,12.17,13.47,100.0,14.5,0.0,43.5,30.0,102.1,
37.360,9153,-10000,107.8,154.6,100.0,0,22.91,15.70,3.38,51.5,207.4,103.8,100.0,100.0,100.0,100.0,31.3,0.0,4.06,46.97,23.04,125.8,160.0,0.00,182920.0,13.01,13.49,100.0,14.5,0.0,43.5,30.0,102.1,
37.370,9402,10000,109.6,156.4,100.0,0,22.85,15.60,3.40,53.3,212.2,103.6,100.0,100.0,100.0,100.0,31.8,0.0,4.13,49.09,22.87,125.8,160.0,0.00,185184.0,13.88,13.48,100.0,20.0,0.0,45.5,30.0,102.1,
37.381,9706,-10000,109.6,154.6,100.0,0,23.03,15.10,3.43,55.5,221.1,103.4,100.0,100.0,100.0,100.0,32.0,0.0,4.21,46.22,23.45,125.8,160.0,0.00,182920.0,14.96,13.36,100.0,14.5,0.0,43.5,30.0,102.1,
37.390,9955,5519,109.6,154.6,100.0,0,23.14,15.30,3.44,55.8,224.1,103.2,100.0,100.0,100.0,100.0,32.0,0.0,4.21,46.84,23.35,125.8,160.0,0.00,180720.0,16.08,13.33,100.0,14.5,0.0,43.5,30.0,102.1,
37.400,10311,10000,109.6,154.6,100.0,0,22.97,15.60,0.00,59.6,233.6,103.0,100.0,100.0,100.0,100.0,30.1,0.0,4.13,48.09,22.33,125.8,160.0,0.00,187496.0,16.89,13.23,100.0,14.5,0.0,43.5,30.0,102.1,
37.410,10148,-3213,109.6,156.4,100.0,0,22.97,15.70,0.00,58.5,239.5,102.8,100.0,100.0,100.0,100.0,30.9,0.0,4.15,50.38,23.62,125.8,160.0,0.00,182920.0,17.33,13.23,100.0,20.0,0.0,45.5,30.0,102.1,
37.420,9907,-10000,109.6,154.6,100.0,0,22.65,15.30,0.00,57.3,240.3,102.6,100.0,100.0,100.0,100.0,31.6,0.0,4.22,51.70,22.44,125.8,160.0,0.00,180720.0,17.32,13.23,100.0,14.5,0.0,43.5,30.0,102.1,
37.430,9740,-10000,109.6,154.6,100.0,0,22.40,15.20,0.00,55.0,239.1,102.4,100.0,100.0,100.0,100.0,32.0,0.0,4.13,55.27,21.96,125.8,160.0,0.00,176464.0,17.29,13.36,100.0,14.5,0.0,43.5,30.0,102.1,
37.441,9394,-10000,109.6,156.4,94.2,-575,22.25,15.20,3.33,52.1,233.9,100.0,100.0,100.0,100.0,100.0,31.8,0.0,4.11,50.30,22.59,125.8,160.0,0.00,176464.0,17.15,13.58,100.0,20.0,0.0,45.5,30.0,100.0,
37.450,9247,-10000,109.6,154.6,75.5,-1870,22.11,15.10,3.25,50.1,230.5,100.0,100.0,100.0,100.0,100.0,31.5,0.0,4.27,56.77,21.82,125.8,160.0,0.00,174416.0,16.66,13.61,100.0,14.5,0.0,43.5,30.0,100.0,
37.461,8942,-10000,109.6,154.6,57.8,-1772,21.75,15.50,3.24,48.3,222.3,100.0,100.0,100.0,100.0,100.0,31.0,0.0,4.15,50.42,21.56,125.8,160.0,0.00,172408.0,15.93,13.64,100.0,14.5,0.0,43.5,30.0,100.0,
37.470,8792,-10000,109.6,156.4,40.9,-1689,21.46,15.50,3.22,47.2,218.0,100.0,100.0,100.0,100.0,100.0,31.0,0.0,4.04,48.45,22.21,125.8,160.0,0.00,170448.0,15.21,13.72,100.0,20.0,0.0,45.5,30.0,100.0,
37.481,8806,10000,109.6,154.6,25.7,-1517,21.48,15.20,3.21,47.1,211.8,100.0,100.0,100.0,100.0,100.0,31.0,0.0,3.82,49.67,23.50,125.8,160.0,0.00,172408.0,14.66,13.77,100.0,14.5,0.0,43.5,30.0,100.0,
37.490,8967,10000,109.6,154.6,15.4,-1035,20.98,15.60,3.22,48.1,211.2,100.0,100.0,100.0,100.0,100.0,31.0,0.0,4.07,49.40,24.32,125.8,160.0,0.00,178568.0,15.23,13.76,100.0,14.5,0.0,43.5,30.0,100.0,
37.500,9007,-8907,109.6,156.4,8.7,-667,20.55,15.70,3.07,45.6,210.3,100.0,100.0,100.0,100.0,100.0,31.0,0.0,3.97,45.59,24.48,125.8,160.0,0.00,178568.0,16.71,13.86,100.0,20.0,0.0,45.5,30.0,100.0,
37.510,9043,5426,109.6,154.6,4.4,-434,19.78,15.90,2.71,40.8,210.6,100.0,100.0,100.0,100.0,100.0,31.0,0.0,4.02,47.57,24.75,125.8,160.0,0.00,182920.0,19.83,13.95,100.0,14.5,0.0,43.5,30.0,100.0,
37.521,9054,-10000,109.6,154.6,2.8,-152,18.49,15.50,2.44,36.8,211.7,100.0,100.0,100.0,100.0,100.0,31.1,0.0,4.06,47.42,23.52,125.8,160.0,0.00,180720.0,21.26,13.97,100.0,14.5,0.0,43.5,30.0,100.0,
37.530,9007,-7055,109.6,154.6,2.2,-62,17.05,15.40,2.26,33.9,211.4,100.0,100.0,100.0,100.0,100.0,31.0,0.0,4.01,47.65,24.54,125.8,160.0,0.00,180720.0,21.48,13.97,100.0,14.5,0.0,43.5,30.0,100.0,
37.541,9309,10000,109.6,156.4,2.1,-11,15.41,15.30,2.02,31.3,213.7,100.0,100.0,100.0,100.0,100.0,31.6,0.0,3.87,41.27,23.87,125.8,160.0,0.00,182920.0,21.54,13.97,100.0,20.0,0.0,45.5,30.0,100.0,
37.550,9209,-10000,109.6,154.6,2.3,22,14.23,14.80,1.85,28.4,214.4,100.0,100.0,100.0,100.0,100.0,31.4,0.0,4.18,47.07,23.79,125.8,160.0,0.00,180720.0,21.49,13.97,100.0,14.5,0.0,43.5,30.0,100.0,
37.564,9036,-8543,109.6,156.4,2.2,-14,13.13,15.10,1.93,29.4,214.6,100.0,100.0,100.0,100.0,100.0,31.3,0.0,3.93,40.90,24.47,125.8,160.0,0.00,178568.0,21.52,13.97,100.0,20.0,0.0,45.5,30.0,100.0,
37.570,8964,-10000,109.6,156.4,2.1,-13,11.97,15.40,1.73,25.8,212.7,100.0,100.0,100.0,100.0,100.0,31.0,0.0,3.83,44.05,22.88,125.8,160.0,0.00,176464.0,21.54,13.97,100.0,20.0,0.0,45.5,30.0,100.0,
37.581,9054,9356,107.8,154.6,2.3,24,10.99,15.00,1.64,24.7,212.0,100.0,100.0,100.0,100.0,100.0,31.1,0.0,3.75,39.15,23.66,125.8,160.0,0.00,178568.0,21.51,13.99,100.0,14.5,0.0,43.5,30.0,100.0,
37.590,8960,-10000,107.8,154.6,2.3,-2,10.21,15.00,1.57,23.4,211.2,100.0,100.0,100.0,100.0,100.0,30.4,0.0,3.89,42.45,23.57,125.8,160.0,0.00,176464.0,20.46,14.26,100.0,14.5,0.0,43.5,30.0,100.0,
37.601,8789,-10000,107.8,156.4,2.1,-22,9.60,15.30,1.52,22.3,208.5,100.0,100.0,100.0,100.0,100.0,29.2,0.0,3.57,39.63,22.45,125.8,160.0,0.00,174416.0,18.60,14.26,100.0,20.0,0.0,45.5,30.0,100.0,
37.610,8707,-10000,107.8,156.4,2.2,16,8.95,15.00,1.49,21.6,206.7,100.0,100.0,100.0,100.0,100.0,29.1,0.0,3.66,41.97,23.66,125.8,160.0,0.00,172408.0,16.66,14.26,100.0,20.0,0.0,45.5,30.0,100.0,
37.620,8761,2471,107.8,154.6,2.3,11,8.32,15.00,1.46,21.2,205.4,100.0,100.0,100.0,100.0,100.0,29.1,0.0,3.62,38.30,22.25,125.8,160.0,0.00,170448.0,15.26,14.26,100.0,14.5,0.0,43.5,30.0,100.0,
37.630,8690,-10000,107.8,156.4,2.1,-19,7.84,15.30,1.46,21.1,203.6,100.0,100.0,100.0,100.0,100.0,29.1,0.0,3.61,42.52,22.76,125.8,160.0,0.00,168536.0,14.32,14.26,100.0,20.0,0.0,45.5,30.0,100.0,
37.640,8623,-7200,107.8,156.4,2.3,16,7.42,15.70,1.46,21.0,202.4,100.0,100.0,100.0,100.0,100.0,29.1,0.0,3.55,35.38,22.71,125.8,160.0,0.00,166664.0,13.73,14.26,100.0,20.0,0.0,45.5,30.0,100.0,
37.651,8650,3892,107.8,154.6,2.8,54,7.03,15.00,1.46,21.0,200.7,100.5,100.0,100.0,100.0,100.0,29.1,0.0,3.68,41.47,21.66,125.8,160.0,0.00,166664.0,13.38,14.26,100.0,14.5,0.0,43.5,30.0,100.5,
37.661,8670,2890,107.8,156.4,3.3,41,6.70,15.20,1.46,21.1,200.3,100.4,100.0,100.0,100.0,100.0,29.1,0.0,3.53,35.50,22.66,125.8,160.0,0.00,163040.0,13.17,14.26,100.0,20.0,0.0,45.5,30.0,100.2,
37.671,8809,10000,107.8,156.4,5.0,176,6.40,15.20,1.46,21.4,201.1,103.2,100.0,100.0,100.0,100.0,29.2,0.0,3.43,40.80,21.65,125.8,160.0,0.00,159568.0,12.95,14.26,100.0,20.0,0.0,45.5,30.0,103.2,
37.681,8889,10000,107.8,154.6,8.9,388,6.22,14.80,1.50,22.2,202.2,108.0,100.0,100.0,100.0,100.0,29.3,0.0,3.61,34.47,21.19,125.8,160.0,0.00,157888.0,12.72,14.26,100.0,14.5,0.0,43.5,30.0,108.0,
37.691,9032,9785,107.8,156.4,13.0,409,6.12,15.30,1.69,25.4,205.3,108.4,100.0,100.0,100.0,100.0,29.5,0.0,3.68,39.55,22.04,125.8,160.0,0.00,156248.0,12.61,14.26,100.0,20.0,0.0,45.5,30.0,108.4,
37.701,9172,10000,107.8,156.4,16.8,385,6.30,15.20,1.57,24.0,207.6,108.3,100.0,100.0,100.0,100.0,29.5,0.0,3.64,36.13,21.56,125.8,160.0,0.00,153056.0,12.54,14.26,100.0,20.0,0.0,45.5,30.0,107.9,
37.711,9297,-1859,107.8,154.6,20.2,341,6.89,14.80,1.55,24.0,212.5,108.2,100.0,100.0,100.0,100.0,29.5,0.0,3.78,39.63,21.30,125.8,160.0,0.00,151512.0,12.41,14.26,100.0,14.5,0.0,43.5,30.0,106.9,
37.721,9351,-3555,107.8,154.6,21.7,149,7.73,15.00,1.68,26.0,214.0,108.1,100.0,100.0,100.0,100.0,29.5,0.0,3.80,38.45,20.85,125.8,160.0,0.00,148512.0,12.33,14.26,100.0,14.5,0.0,43.5,30.0,102.6,
37.731,9445,10000,107.8,156.4,22.1,38,8.61,15.20,1.54,24.2,217.7,108.0,100.0,100.0,100.0,100.0,29.5,0.0,3.74,42.45,20.52,125.8,160.0,0.00,148512.0,12.30,14.26,100.0,20.0,0.0,45.5,30.0,100.1,
37.741,9546,9068,107.8,156.4,22.5,41,9.58,15.00,1.55,24.7,221.5,107.9,100.0,100.0,100.0,100.0,29.5,0.0,3.76,40.63,20.53,125.8,160.0,0.00,147056.0,12.20,14.26,100.0,20.0,0.0,45.5,30.0,100.2,
37.751,9590,7033,107.8,154.6,22.8,32,10.60,15.00,1.59,25.4,223.3,107.8,100.0,100.0,100.0,100.0,29.5,0.0,3.86,46.22,20.48,125.8,160.0,0.00,147056.0,12.07,14.26,100.0,14.5,0.0,43.5,30.0,100.0,
37.760,9710,4693,107.8,156.4,22.8,-8,11.49,15.50,1.61,26.1,227.1,107.8,100.0,100.0,100.0,100.0,29.7,0.0,3.78,42.52,20.45,125.8,160.0,0.00,147056.0,12.07,14.26,100.0,20.0,0.0,45.5,30.0,100.0,
37.770,9825,10000,109.6,156.4,22.9,11,12.17,15.50,1.71,27.9,229.1,107.7,100.0,100.0,100.0,100.0,32.0,0.0,3.77,43.77,20.40,125.8,160.0,0.00,147056.0,12.08,14.10,100.0,20.0,0.0,45.5,30.0,100.0,
37.780,9916,10000,107.8,154.6,23.2,30,12.88,15.10,0.00,29.4,233.1,107.6,100.0,100.0,100.0,100.0,31.9,0.0,3.88,46.59,20.46,125.8,160.0,0.00,147056.0,12.05,13.52,100.0,14.5,0.0,43.5,30.0,100.0,
37.791,9740,-10000,107.8,154.6,23.4,22,13.39,15.50,0.00,30.2,234.2,107.5,100.0,100.0,100.0,100.0,32.0,0.0,3.89,43.95,20.54,125.8,160.0,0.00,144224.0,12.07,13.69,100.0,14.5,0.0,43.5,30.0,100.0,
37.800,9631,-10000,109.6,156.4,23.3,-11,13.66,15.30,0.00,30.3,233.5,107.4,100.0,100.0,100.0,100.0,32.0,0.0,3.78,46.52,20.15,125.8,160.0,0.00,144224.0,12.07,13.79,100.0,20.0,0.0,45.5,30.0,100.0,
37.810,9402,-10000,109.6,154.6,23.6,30,13.95,14.80,1.91,29.9,230.3,107.3,100.0,100.0,100.0,100.0,31.8,0.0,3.65,45.75,20.09,125.8,160.0,0.00,141504.0,11.98,13.97,100.0,14.5,0.0,43.5,30.0,100.0,
